episode,reward,avg_reward,loss,epsilon,learning_rate
56,143.57018585064083,147.16402711193172,0.6959609780460596,0.01,2.8888949165808535e-38
57,151.2397044009738,147.23429741001866,0.6990469847116619,0.01,7.222237291452134e-39
58,152.3672187646677,147.3212960770466,0.6763674503322691,0.01,1.8055593228630335e-39
59,143.84297040095217,147.26332398244503,0.6636782596316189,0.01,4.513898307157584e-40
60,149.1655688248006,147.294508324123,0.668105443937704,0.01,1.128474576789396e-40
61,147.6839057370137,147.30078892755674,0.6457302682679147,0.01,2.82118644197349e-41
62,151.05481057484803,147.36037657275182,0.6280707847699523,0.01,7.052966104933724e-42
63,144.5875836393256,147.31705168316702,0.6386838905476033,0.01,1.763241526233431e-42
64,150.63712348775633,147.36812971092994,0.631711923532188,0.01,4.408103815583578e-43
65,144.15022394469457,147.31937356295668,0.6476040590666234,0.01,1.1020259538958944e-43
66,147.35570117915358,147.31991576618353,0.6551903320476413,0.01,2.755064884739736e-44
67,144.11182922112854,147.27273802287388,0.6701594570316375,0.01,6.88766221184934e-45
68,146.8828527617061,147.26708751184248,0.6757214155085385,0.01,1.721915552962335e-45
69,144.30985782931762,147.2248413735207,0.6827258276492357,0.01,4.304788882405838e-46
70,143.87858883312396,147.1777110560503,0.7030056591071189,0.01,1.0761972206014594e-46
71,149.42204600555272,147.20888237479338,0.6794206736572087,0.01,2.6904930515036485e-47
72,144.18582873852785,147.1674706811459,0.6563535239957273,0.01,6.726232628759121e-48
73,148.06557278895156,147.17960719611625,0.6731877096928656,0.01,1.6815581571897803e-48
74,144.21561924766846,147.1400873568036,0.6689458703026175,0.01,4.203895392974451e-49
75,144.6089232503959,147.10678256592982,0.6399405527003109,0.01,1.0509738482436127e-49
76,150.86002652361594,147.15552599395173,0.6645901277549565,0.01,2.627434620609032e-50
77,144.33102803152045,147.11931448161286,0.6743798286356032,0.01,6.56858655152258e-51
78,144.89180379688727,147.09111814383152,0.645696697536856,0.01,1.642146637880645e-51
79,147.6445877192716,147.0980365135245,0.6502095704972743,0.01,4.105366594701612e-52
80,143.90314904441917,147.05859345835037,0.6414640376381576,0.01,1.026341648675403e-52
81,144.4867408442558,147.02722940208093,0.6377328072711825,0.01,2.5658541216885076e-53
82,146.9732651195258,147.02657923000194,0.6469341986142099,0.01,6.414635304221269e-54
83,146.97182753792217,147.02592742414384,0.6714976940639317,0.01,1.6036588260553172e-54
84,144.5012295286466,146.99622509596153,0.6790696367546916,0.01,4.009147065138293e-55
85,144.6647998374693,146.96911549993257,0.6823886542096734,0.01,1.0022867662845733e-55
86,147.87800417218668,146.97956249616539,0.6716920897364617,0.01,2.505716915711433e-56
87,143.64821582644012,146.94170628400937,0.6722348452806473,0.01,6.264292289278583e-57
88,150.03651895555564,146.97647946009417,0.6512874066159129,0.01,1.5660730723196457e-57
89,145.1414492053813,146.9560902350418,0.662381326239556,0.01,3.9151826807991144e-58
90,144.0025220574511,146.92363344188146,0.6631260885186493,0.01,9.787956701997786e-59
91,143.99063823390864,146.89175305918613,0.6646005052030086,0.01,2.4469891754994465e-59
92,150.65771046179492,146.93224722480556,0.6712269560210407,0.01,6.117472938748616e-60
93,143.5368585391536,146.89612606857523,0.70377436940372,0.01,1.529368234687154e-60
94,147.30558587994446,146.90043617185282,0.6954439910501242,0.01,3.823420586717885e-61
95,149.9555723592886,146.9322605071386,0.6880992635004223,0.01,9.558551466794713e-62
96,144.0961764058203,146.90302252671265,0.7133138122409582,0.01,2.389637866698678e-62
97,144.0828749182011,146.8742455102993,0.6967747593224048,0.01,5.974094666746696e-63
98,146.93947442194403,146.8749043881947,0.684901718173176,0.01,1.493523666686674e-63
99,212.5829583870628,147.53198492818336,0.6952050254605711,0.01,3.733809166716685e-64
100,212.13193649316452,147.6614299956028,0.7028369733728469,0.01,9.334522916791712e-65
101,148.8852104913509,147.49186860395227,0.6641787478812039,0.01,2.333630729197928e-65
102,168.84982575274992,147.56219131073792,0.6606909861527384,0.01,5.83407682299482e-66
103,213.84600626269807,148.2060555073406,0.6312302708625793,0.01,1.458519205748705e-66
104,218.26388594503973,148.90896939604528,0.6030372643657028,0.01,3.6462980143717624e-67
105,212.77102037793856,149.5935595321237,0.5881902193203569,0.01,9.115745035929406e-68
106,161.9557717351818,149.7771002256376,0.5867203078083694,0.01,2.2789362589823515e-68
107,213.0031269330404,150.46229385068082,0.5769376763217151,0.01,5.697340647455879e-69
108,214.8307400953872,151.16593189293366,0.5853180913738907,0.01,1.4243351618639697e-69
109,214.8267959344329,151.84294868840232,0.5823120193108916,0.01,3.560837904659924e-70
110,152.1193475572022,151.92123561585962,0.577727736055851,0.01,8.90209476164981e-71
111,212.25410989357465,152.56971152175322,0.5802406650669872,0.01,2.2255236904124526e-71
112,205.9902099698542,153.19136499245388,0.5649868067242205,0.01,5.563809226031132e-72
113,212.99687577263975,153.84690137544538,0.562917467854917,0.01,1.390952306507783e-72
114,211.88827292687614,154.52378231732357,0.5716990260481835,0.01,3.477380766269457e-73
115,215.29108627968608,155.23244990717615,0.5779854475334286,0.01,8.693451915673643e-74
116,213.02809005405115,155.91936120913917,0.5959258076101541,0.01,2.1733629789184108e-74
117,213.61638780132037,156.61782603956718,0.612358098268509,0.01,5.433407447296027e-75
118,213.12019452072715,157.28406876642262,0.6114683176055551,0.01,1.3583518618240067e-75
119,213.8702956902826,157.9163526800139,0.6216321159973741,0.01,3.395879654560017e-76
120,215.90211035380398,158.62730788887407,0.6189594964049756,0.01,8.489699136400042e-77
121,211.41191888955208,159.29903800877938,0.6062423559948802,0.01,2.1224247841000105e-77
122,211.73488068642934,159.97094244088393,0.598061623416841,0.01,5.306061960250026e-78
123,212.56963382579565,160.65771955590765,0.6074717707894742,0.01,1.3265154900625066e-78
124,216.8961010839878,161.35143813218582,0.5990350415296852,0.01,3.3162887251562664e-79
125,210.8949803689238,161.98483964241888,0.5922090910971165,0.01,8.290721812890666e-80
126,210.2022357221901,162.6413950807085,0.5824690995775164,0.01,2.0726804532226665e-80
127,209.26281003575338,163.26530722474743,0.5866571192778647,0.01,5.181701133056666e-81
128,214.18053141299706,163.9682885861077,0.5805612804964185,0.01,1.2954252832641666e-81
129,212.07000378186967,164.64716243223813,0.5596534968838096,0.01,3.2385632081604165e-82
130,214.10420472734248,165.31105506773633,0.5648409161791206,0.01,8.096408020401041e-83
131,212.18333150880466,165.95403901458863,0.5702774550095201,0.01,2.0241020051002603e-83
132,215.26895092076217,166.66995155642712,0.5875221882984042,0.01,5.060255012750651e-84
133,215.39235526082211,167.35028454278796,0.5817674492970109,0.01,1.2650637531876627e-84
134,214.36322457954736,168.05322852378288,0.6022544290088118,0.01,3.1626593829691567e-85
135,217.59230237455677,168.74635039648538,0.6160327986963093,0.01,7.906648457422892e-86
136,176.52486232914194,169.0705660208923,0.6340906167924404,0.01,1.976662114355723e-86
137,212.50685746166192,169.72229371957184,0.6204487432688475,0.01,4.941655285889307e-87
138,212.40053415509,170.4019199964852,0.6316734105236829,0.01,1.2354138214723268e-87
139,159.14059753904772,170.52294724457562,0.6319605176895857,0.01,3.088534553680817e-88
140,212.0655343859823,171.17110698734527,0.6274579396992922,0.01,7.721336384202043e-89
141,200.64841885341747,171.7362402335862,0.6155497576929629,0.01,1.9303340960505107e-89
142,218.2728322978397,172.44565931262866,0.6316638366244733,0.01,4.825835240126277e-90
143,209.33042657312578,173.09441224485718,0.6334897070527077,0.01,1.2064588100315692e-90
144,212.2950879167244,173.7804311586994,0.6379876325316727,0.01,3.016147025078923e-91
145,201.93967731539047,174.35965458241316,0.6375552893541754,0.01,7.540367562697307e-92
146,215.15255495330035,175.06704280973943,0.633239343829453,0.01,1.885091890674327e-92
147,217.37815563043245,175.80015249278247,0.6227209957912564,0.01,4.712729726685817e-93
148,215.86015843816983,176.4427058889519,0.640544626057148,0.01,1.1781824316714543e-93
149,218.12851788505782,177.15323321475492,0.6413932317011058,0.01,2.9454560791786357e-94
150,162.9287600290963,177.34438246161258,0.6600961140021682,0.01,7.363640197946589e-95
151,213.96579645478803,178.04272242861515,0.6833728702403605,0.01,1.8409100494866473e-95
152,212.86877906765844,178.69702832404903,0.6950112833343446,0.01,4.602275123716618e-96
153,216.5577887243686,179.42310974621574,0.6862846548445523,0.01,1.1505687809291546e-96
154,214.63219671135013,180.1250570338535,0.6936846942491829,0.01,2.8764219523228864e-97
155,213.75260210332138,180.8233803813417,0.7066247591003776,0.01,7.191054880807216e-98
156,212.9717267714957,181.51739579055027,0.6983600468970835,0.01,1.797763720201804e-98
157,210.92410054598238,182.11423975200032,0.6921751502938569,0.01,4.49440930050451e-99
158,216.85632206083417,182.75913078496197,0.6999886300750077,0.01,1.1236023251261275e-99
159,213.2227629026644,183.4529287099791,0.6831404889710248,0.01,2.809005812815319e-100
160,213.89653993360832,184.1002384210672,0.6586843254230916,0.01,7.022514532038297e-101
161,211.96883788262005,184.74308774252327,0.6574874423369765,0.01,1.7556286330095742e-101
162,216.13344244434586,185.39387406121824,0.6686174369901419,0.01,4.3890715825239355e-102
163,217.10649090712192,186.1190631338962,0.6728273727446794,0.01,1.0972678956309839e-102
164,216.24739211848018,186.7751658202034,0.7105106145963073,0.01,2.7431697390774597e-103
165,212.5629369931754,187.45929295068822,0.7271288884207606,0.01,6.857924347693649e-104
166,191.17028247825448,187.89743876367925,0.7679704925343395,0.01,1.7144810869234123e-104
167,213.24192262333193,188.58873969770127,0.7781524276584387,0.01,4.286202717308531e-105
168,213.1417322011858,189.25132849209606,0.7856083920747041,0.01,1.0715506793271327e-105
169,213.61509851271848,189.94438089893015,0.7841341266930103,0.01,2.6788766983178318e-106
170,215.45486715855475,190.6601436821844,0.7936580766513943,0.01,6.697191745794579e-107
171,214.4458770273536,191.3103819924024,0.7517091714069247,0.01,1.6742979364486448e-107
172,212.34137133928908,191.99193741840995,0.75452788425982,0.01,4.185744841121612e-108
173,212.23550767944272,192.6336367673149,0.7687069551572203,0.01,1.046436210280403e-108
174,215.98238043455567,193.35130437918372,0.7794190716892481,0.01,2.6160905257010076e-109
175,208.26001675678353,193.98781531424763,0.7583704620972276,0.01,6.540226314252519e-110
176,213.96491616807677,194.61886421069224,0.7702259579449892,0.01,1.6350565785631297e-110
177,213.2016459897309,195.30757039027435,0.776554093517363,0.01,4.087641446407824e-111
178,215.4661745252096,196.01331409755758,0.7707569146379828,0.01,1.021910361601956e-111
179,215.59686936638465,196.69283691402873,0.7433948417827487,0.01,2.55477590400489e-112
180,212.5125737680912,197.37893116126546,0.7500288457982243,0.01,6.386939760012226e-113
181,218.62324441602422,198.12029619698313,0.7648210355676711,0.01,1.5967349400030564e-113
182,211.52338352557865,198.76579738104365,0.760745777796954,0.01,3.991837350007641e-114
183,216.38600200530047,199.45993912571743,0.759718581084162,0.01,9.979593375019102e-115
184,215.0202130202873,200.1651289606339,0.7710840007923544,0.01,2.4948983437547756e-115
185,216.23394461876126,200.88082040844677,0.7907510611861944,0.01,6.237245859386939e-116
186,214.67080029112992,201.54874836963623,0.7766856815442443,0.01,1.5593114648467347e-116
187,210.85238893178203,202.22079010068964,0.7806820976808667,0.01,3.898278662116837e-117
188,163.85087395816097,202.35893365071567,0.7901633340492844,0.01,9.745696655292092e-118
189,211.29435162733412,203.02046267493517,0.803643443994224,0.01,2.436424163823023e-118
190,211.37548747889855,203.69419232914967,0.782650614708662,0.01,6.091060409557558e-119
191,216.9985330942942,204.42427127775352,0.8036090776994824,0.01,1.5227651023893894e-119
192,220.1693906749687,205.11938807988525,0.7979742264039814,0.01,3.8069127559734735e-120
193,212.6233749428508,205.81025324392223,0.7976633227355778,0.01,9.517281889933684e-121
194,212.5248039424156,206.46244542454696,0.8035625042840838,0.01,2.379320472483421e-121
195,209.91911048353347,207.06208080578938,0.8261452376544476,0.01,5.948301181208552e-122
196,211.08233509806996,207.73194239271186,0.8296409920379519,0.01,1.487075295302138e-122
197,212.55548029758145,208.41666844650572,0.8523301551230251,0.01,3.717688238255345e-123
198,195.5535369110156,208.9028090713964,0.8592686175666749,0.01,9.294220595638363e-124
199,193.54980401501766,208.712477527676,0.8770715668052435,0.01,2.3235551489095908e-124
200,193.69281921676955,208.52808635491198,0.8759708232581616,0.01,5.808887872273977e-125
201,189.5289823850291,208.93452407384882,0.9011632599979639,0.01,1.4522219680684942e-125
202,188.323970567336,209.12926552199463,0.9191470549404621,0.01,3.6305549201712356e-126
203,191.9773084222124,208.9105785435898,0.9152386830300092,0.01,9.076387300428089e-127
204,191.899430509173,208.64693398923114,0.8852379816547036,0.01,2.2690968251070222e-127
205,188.7197665147055,208.40642145059883,0.9009597422853112,0.01,5.672742062767556e-128
206,189.1271318762884,208.6781350520099,0.8555661363452673,0.01,1.418185515691889e-128
207,162.32049906622055,208.17130877334165,0.801769084200263,0.01,3.545463789229722e-129
208,188.9667842018002,207.9126692144058,0.7657669111117721,0.01,8.863659473074306e-130
209,188.30819536516643,207.64748320871314,0.7470267737358809,0.01,2.2159148682685764e-130
210,192.38575297328643,208.05014726287394,0.720325904853642,0.01,5.539787170671441e-131
211,189.39753415081748,207.8215815054464,0.7305191622748971,0.01,1.3849467926678602e-131
212,192.89165282239037,207.69059593397174,0.7456267501041293,0.01,3.4623669816696506e-132
213,188.943418447833,207.45006136072368,0.7643699097409844,0.01,8.655917454174127e-133
214,189.2207140525333,207.22338577198025,0.7936596775650978,0.01,2.1639793635435316e-133
215,193.0255778743757,207.00073068792713,0.8156249315962195,0.01,5.409948408858829e-134
216,188.76598849850703,206.75810967237172,0.8308367216624319,0.01,1.3524871022147073e-134
217,188.88474871875323,206.51079328154606,0.8328047087229788,0.01,3.381217755536768e-135
218,142.4834909566981,205.80442624590577,0.8270860775224864,0.01,8.45304438884192e-136
219,189.226393206808,205.55798722107104,0.8093202992789448,0.01,2.11326109721048e-136
220,189.15847315358158,205.29055084906884,0.7981605425588787,0.01,5.2831527430262e-137
221,190.4026920990426,205.08045858116375,0.7912017792239785,0.01,1.32078818575655e-137
222,191.59891314143746,204.87909890571385,0.7971823188215494,0.01,3.301970464391375e-138
223,188.96038185011125,204.64300638595702,0.7763359244987369,0.01,8.254926160978438e-139
224,188.39698921845684,204.3580152673017,0.741540390484035,0.01,2.0637315402446095e-139
225,188.28917395908607,204.1319572032033,0.7214874871522188,0.01,5.159328850611524e-140
226,179.449600417342,203.8244308501548,0.6878760022670031,0.01,1.289832212652881e-140
227,193.26689099533155,203.66447165975057,0.6808586561717093,0.01,3.2245805316322023e-141
228,189.1184969727478,203.41385131534804,0.6804081978537142,0.01,8.061451329080506e-142
229,188.70226746979012,203.18017395222728,0.6842703291885555,0.01,2.0153628322701264e-142
230,189.5563181245298,202.93469508619918,0.6848016130737961,0.01,5.038407080675316e-143
231,194.81008180396077,202.76096258915072,0.6784335919059813,0.01,1.259601770168829e-143
232,189.05582217456555,202.49883130168877,0.6845857876762748,0.01,3.1490044254220726e-144
233,189.54548883130997,202.24036263739362,0.7052337429076433,0.01,7.872511063555181e-145
234,188.22136510575743,201.97894404265574,0.7344525872543454,0.01,1.9681277658887954e-145
235,188.18494388357053,201.6848704577459,0.7361724665500223,0.01,4.920319414721988e-146
236,188.05089319483383,201.80013076640284,0.7430036635808647,0.01,1.230079853680497e-146
237,189.73634879645905,201.57242567975075,0.7202505539692938,0.01,3.075199634201243e-147
238,188.48924715573963,201.33331280975727,0.7084721660204232,0.01,7.687999085503107e-148
239,187.39116307936789,201.61581846516046,0.6873515810333193,0.01,1.9219997713757767e-148
240,188.91472978336688,201.38431041913427,0.6731743298098445,0.01,4.804999428439442e-149
241,188.6551952448176,201.26437818304825,0.6898358871266246,0.01,1.2012498571098604e-149
242,191.82894739415974,200.99993933401146,0.6854900270700455,0.01,3.003124642774651e-150
243,188.41296750907114,200.79076474337091,0.7072485066428781,0.01,7.507811606936628e-151
244,188.50380503888036,200.55285191459245,0.7081396823599935,0.01,1.876952901734157e-151
245,189.53493682651106,200.4288045097037,0.7193473356738687,0.01,4.692382254335392e-152
246,190.23566104777808,200.17963557064846,0.7147863721698523,0.01,1.173095563583848e-152
247,190.3807453385251,199.90966146772942,0.7116751470789313,0.01,2.93273890895962e-153
248,188.649669635415,199.63755657970185,0.6673868164122104,0.01,7.33184727239905e-154
249,189.5263347348611,199.35153474819992,0.648958993524313,0.01,1.8329618180997626e-154
250,194.27409215068582,199.6649880694158,0.6353810047283769,0.01,4.582404545249407e-155
251,189.12927516002932,199.41662285646825,0.6230181448459625,0.01,1.1456011363123517e-155
252,143.05578349222856,198.71849290071393,0.6119899610131979,0.01,2.864002840780879e-156
253,194.44178689776345,198.4973328824479,0.6210476984456181,0.01,7.160007101952198e-157
254,189.08122837965115,198.24182319913092,0.6324864681251348,0.01,1.7900017754880495e-157
255,188.6247352684483,197.99054453078213,0.6361418221108616,0.01,4.475004438720124e-158
256,189.55077597869823,197.7563350228542,0.6447583585567772,0.01,1.118751109680031e-158
257,188.79232883601887,197.5350173057545,0.6655799418054521,0.01,2.7968777742000773e-159
258,188.18167377711566,197.24827082291736,0.6755056072808802,0.01,6.992194435500193e-160
259,188.70755492454168,197.00311874313616,0.6780173738710582,0.01,1.7480486088750483e-160
260,191.06395848348845,196.77479292863492,0.6690405633896589,0.01,4.370121522187621e-161
261,190.08878373815014,196.55599238719023,0.6463544045761228,0.01,1.0925303805469052e-161
262,188.51552040066568,196.27981316675346,0.6308697888180613,0.01,2.731325951367263e-162
263,189.87403841515138,196.0074886418337,0.6329158362969756,0.01,6.828314878418157e-163
264,188.26877293605833,195.7277024500095,0.6256823930032551,0.01,1.7070787196045394e-163
265,195.50756534447595,195.55714873352252,0.6148414094150066,0.01,4.2676967990113484e-164
266,189.39626128917487,195.5394085216317,0.6169627466350793,0.01,1.0669241997528371e-164
267,189.3533417693113,195.30052271309148,0.6032409125119448,0.01,2.6673104993820927e-165
268,188.2640698568487,195.05174608964816,0.5736135401204229,0.01,6.668276248455232e-166
269,185.3132677941058,194.768727782462,0.5610461110174656,0.01,1.667069062113808e-166
270,189.81080940211,194.51228720489758,0.5678514173850417,0.01,4.16767265528452e-167
271,191.22769120887054,194.28010534671276,0.5720024782344699,0.01,1.04191816382113e-167
272,190.47805943061886,194.06147222762604,0.5835509591884911,0.01,2.604795409552825e-168
273,188.3460566472078,193.8225777173037,0.6002975842170417,0.01,6.511988523882062e-169
274,189.18874792675484,193.55464139222568,0.6289275421164929,0.01,1.6279971309705156e-169
275,188.59370222811492,193.35797824693896,0.6282115348763764,0.01,4.069992827426289e-170
276,188.74999949395516,193.10582908019774,0.6346644388847053,0.01,1.0174982068565722e-170
277,188.78422785670398,192.86165489886744,0.646225326731801,0.01,2.5437455171414306e-171
278,188.41115164481414,192.59110467006352,0.6510401526466012,0.01,6.359363792853577e-172
279,192.6212436741286,192.36134841314095,0.6426094746366143,0.01,1.589840948213394e-172
280,189.25840823086762,192.12880675776876,0.6486954389885068,0.01,3.974602370533485e-173
281,189.4301074206456,191.83687538781496,0.6547601293921471,0.01,9.936505926333713e-174
282,188.85480073499704,191.61018955990914,0.665664390143007,0.01,2.4841264815834283e-174
283,188.15031180680253,191.32783265792415,0.6550617907047271,0.01,6.210316203958571e-175
284,188.82440990647436,191.06587462678607,0.6405273876935244,0.01,1.5525790509896427e-175
285,188.38417923839347,190.78737697298237,0.6287954361066223,0.01,3.881447627474107e-176
286,188.98329647649894,190.53050193483605,0.620678173661232,0.01,9.703619068685267e-177
287,189.01634957895854,190.31214154130785,0.6010204726867378,0.01,2.4259047671713167e-177
288,199.12022342107397,190.66483503593696,0.6178443152084947,0.01,6.064761917928292e-178
289,188.71641701409143,190.43905568980452,0.6199465970098972,0.01,1.516190479482073e-178
290,188.9351592366695,190.21465240738223,0.6192136487625539,0.01,3.7904761987051824e-179
291,188.74737770677027,189.932140853507,0.6178479940034449,0.01,9.476190496762956e-180
292,189.18873846803083,189.62233433143766,0.6235105520151556,0.01,2.369047624190739e-180
293,189.89542656060462,189.39505484761517,0.6163481057174504,0.01,5.922619060476847e-181
294,194.78401420565947,189.21764695024763,0.6167854542322457,0.01,1.480654765119212e-181
295,188.41356192309357,189.0025914646432,0.633210212379694,0.01,3.70163691279803e-182
296,188.57704614136193,188.77753857507614,0.653627370044589,0.01,9.254092281995074e-183
297,188.445730052945,188.5364410726298,0.6713917056247592,0.01,2.3135230704987686e-183
298,188.2679596531748,188.4635853000514,0.6861000822521747,0.01,5.783807676246921e-184
299,144.3879735132704,187.97196699503388,0.6961344109661877,0.01,1.4459519190617303e-184
300,144.1657192378161,187.4766959952443,0.6827940035052598,0.01,3.614879797654326e-185
301,144.10451695235977,187.02245134091763,0.6626012948080897,0.01,9.037199494135815e-186
302,143.52775693814556,186.5744892046257,0.6306319166608155,0.01,2.2592998735339537e-186
303,144.37118398263556,186.09842796023,0.6136449462026358,0.01,5.648249683834884e-187
304,144.10719242795554,185.6205055794178,0.6197024962902069,0.01,1.412062420958721e-187
305,149.8600403587946,185.2319083178587,0.617848030410707,0.01,3.5301560523968026e-188
306,147.55249366392047,184.816161935735,0.6263185886777938,0.01,8.825390130992006e-189
307,143.6668261708487,184.62962520678127,0.63894668032974,0.01,2.2063475327480016e-189
308,144.43663473415762,184.18432371210483,0.6424388040080666,0.01,5.515868831870004e-190
309,144.29039994813758,183.74414575793458,0.6471624705269933,0.01,1.378967207967501e-190
310,144.07472485108178,183.2610354767125,0.6591744707450271,0.01,3.4474180199187525e-191
311,145.1561862139874,182.8186219973442,0.650167650975287,0.01,8.618545049796881e-192
312,144.26923624509377,182.33239783157126,0.64024834407866,0.01,2.1546362624492203e-192
313,147.42951062908682,181.91725875338383,0.6259643468633294,0.01,5.386590656123051e-193
314,144.20957658130774,181.46714737867154,0.6041147296279669,0.01,1.3466476640307627e-193
315,144.69908110379615,180.98388241096578,0.5982345138713717,0.01,3.366619160076907e-194
316,147.71225374744134,180.57334506345512,0.6068040100932122,0.01,8.416547900192267e-195
317,144.18979044832693,180.12639548075083,0.5920421589240432,0.01,2.1041369750480667e-195
318,149.7947665864665,180.19950823704855,0.585263728775084,0.01,5.260342437620167e-196
319,143.6203451077308,179.74344775605775,0.5916845906302333,0.01,1.3150856094050417e-196
320,144.0235859096757,179.29209888361868,0.5867863594293594,0.01,3.287714023512604e-197
321,147.6612949874796,178.86468491250304,0.5670038209483027,0.01,8.21928505878151e-198
322,147.41176570353437,178.42281343812402,0.5706478810161352,0.01,2.0548212646953777e-198
323,143.85904991133893,177.97180011873627,0.570465953707695,0.01,5.137053161738444e-199
324,153.3808472782367,177.62163869933408,0.5785823192484677,0.01,1.284263290434611e-199
325,144.6494229248367,177.18524118899165,0.5992599529139697,0.01,3.2106582260865276e-200
326,145.22262530750464,176.84297143789325,0.6139697221629321,0.01,8.026645565216319e-201
327,143.48134613054404,176.3451159892454,0.6317199933640659,0.01,2.0066613913040798e-201
328,144.1771020791829,175.89570204030974,0.6649411785416305,0.01,5.016653478260199e-202
329,144.06500552906616,175.44932942090247,0.6653634042926133,0.01,1.2541633695650498e-202
